#,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,Name_KOR
648,Bunnelby,Normal,,237,38,36,38,32,36,57,6,FALSE,파르빗
649,Diggersby,Normal,Ground,423,85,56,77,50,77,78,6,FALSE,파르토
650,Fletchling,Normal,Flying,278,45,50,43,40,38,62,6,FALSE,화살꼬빈
651,Fletchinder,Fire,Flying,382,62,73,55,56,52,84,6,FALSE,불화살빈
652,Talonflame,Fire,Flying,499,78,81,71,74,69,126,6,FALSE,파이어로
653,Scatterbug,Bug,,200,38,35,40,27,25,35,6,FALSE,분이벌레
654,Spewpa,Bug,,213,45,22,60,27,30,29,6,FALSE,분떠도리
655,Vivillon,Bug,Flying,411,80,52,50,90,50,89,6,FALSE,비비용
656,Litleo,Fire,Normal,369,62,50,58,73,54,72,6,FALSE,레오꼬
657,Pyroar,Fire,Normal,507,86,68,72,109,66,106,6,FALSE,화염레오
658,Flabébé,Fairy,,303,44,38,39,61,79,42,6,FALSE,플라베베
659,Floette,Fairy,,371,54,45,47,75,98,52,6,FALSE,플라엣테
660,Florges,Fairy,,552,78,65,68,112,154,75,6,FALSE,플라제스
661,Skiddo,Grass,,350,66,65,48,62,57,52,6,FALSE,메이클
662,Gogoat,Grass,,531,123,100,62,97,81,68,6,FALSE,고고트
663,Pancham,Fighting,,348,67,82,62,46,48,43,6,FALSE,판짱
664,Pangoro,Fighting,Dark,495,95,124,78,69,71,58,6,FALSE,부란다
665,Furfrou,Normal,,472,75,80,60,65,90,102,6,FALSE,트리미앙
666,Espurr,Psychic,,355,62,48,54,63,60,68,6,FALSE,냐스퍼
667,MeowsticMale,Psychic,,466,74,48,76,83,81,104,6,FALSE,냐오닉스
668,Honedge,Steel,Ghost,325,45,80,100,35,37,28,6,FALSE,단칼빙
669,Doublade,Steel,Ghost,448,59,110,150,45,49,35,6,FALSE,쌍검킬
670,AegislashBlade Forme,Steel,Ghost,520,60,150,50,150,50,60,6,FALSE,킬가르도(블레이드)
671,AegislashShield Forme,Steel,Ghost,520,60,50,150,50,150,60,6,FALSE,킬가르도(실드)
672,Spritzee,Fairy,,341,78,52,60,63,65,23,6,FALSE,슈쁘
673,Aromatisse,Fairy,,462,101,72,72,99,89,29,6,FALSE,프레프티르
674,Swirlix,Fairy,,341,62,48,66,59,57,49,6,FALSE,나룸퍼프
675,Slurpuff,Fairy,,480,82,80,86,85,75,72,6,FALSE,나루림
676,Inkay,Dark,Psychic,288,53,54,53,37,46,45,6,FALSE,오케이징
677,Malamar,Dark,Psychic,482,86,92,88,68,75,73,6,FALSE,칼라마네로
678,Binacle,Rock,Water,306,42,52,67,39,56,50,6,FALSE,거북손손
678,Barbaracle,Rock,Water,500,72,105,115,54,86,68,6,FALSE,거북손데스
679,Skrelp,Poison,Water,320,50,60,60,60,60,30,6,FALSE,수레기
680,Dragalge,Poison,Dragon,494,65,75,90,97,123,44,6,FALSE,드래캄
681,Clauncher,Water,,330,50,53,62,58,63,44,6,FALSE,완철포
681,Clawitzer,Water,,500,71,73,88,120,89,59,6,FALSE,블로스터
682,Helioptile,Electric,Normal,289,44,38,33,61,43,70,6,FALSE,목도리키텔
683,Heliolisk,Electric,Normal,481,62,55,52,109,94,109,6,FALSE,일레도리자드
684,Tyrunt,Rock,Dragon,362,58,89,77,45,45,48,6,FALSE,티고라스
685,Tyrantrum,Rock,Dragon,521,82,121,119,69,59,71,6,FALSE,견고라스
686,Amaura,Rock,Ice,362,77,59,50,67,63,46,6,FALSE,아마루스
687,Aurorus,Rock,Ice,521,123,77,72,99,92,58,6,FALSE,아마루르가
688,Sylveon,Fairy,,525,95,65,65,110,130,60,6,FALSE,님피아
689,Hawlucha,Fighting,Flying,500,78,92,75,74,63,118,6,FALSE,루차불
690,Dedenne,Electric,Fairy,431,67,58,57,81,67,101,6,FALSE,데덴네
691,Carbink,Rock,Fairy,500,50,50,150,50,150,50,6,FALSE,멜리시
692,Goomy,Dragon,,300,45,50,35,55,75,40,6,FALSE,미끄메라
693,Sliggoo,Dragon,,452,68,75,53,83,113,60,6,FALSE,미끄네일
694,Goodra,Dragon,,600,90,100,70,110,150,80,6,FALSE,미끄래곤
695,Klefki,Steel,Fairy,470,57,80,91,80,87,75,6,FALSE,클레피
696,Phantump,Ghost,Grass,309,43,70,48,50,60,38,6,FALSE,나목령
697,Trevenant,Ghost,Grass,474,85,110,76,65,82,56,6,FALSE,대로트
698,PumpkabooSmall Size,Ghost,Grass,335,44,66,70,44,55,56,6,FALSE,호바귀(소)
699,PumpkabooAverage Size,Ghost,Grass,335,49,66,70,44,55,51,6,FALSE,호바귀(보통)
700,PumpkabooLarge Size,Ghost,Grass,335,54,66,70,44,55,41,6,FALSE,호바귀(대)
701,PumpkabooSuper Size,Ghost,Grass,335,59,66,70,44,55,41,6,FALSE,호바귀(특대)
702,GourgeistSmall Size,Ghost,Grass,494,55,85,122,58,75,99,6,FALSE,펌킨인(소)
703,GourgeistAverage Size,Ghost,Grass,494,65,90,122,58,75,84,6,FALSE,펌킨인(보통)
704,GourgeistLarge Size,Ghost,Grass,494,75,95,122,58,75,69,6,FALSE,펌킨인(대)
705,GourgeistSuper Size,Ghost,Grass,494,85,100,122,58,75,54,6,FALSE,퍼민인(특대)
706,Bergmite,Ice,,304,55,69,85,32,35,28,6,FALSE,꽁어름
707,Avalugg,Ice,,514,95,117,184,44,46,28,6,FALSE,크레베이스
708,Noibat,Flying,Dragon,245,40,30,35,45,40,55,6,FALSE,음뱃
709,Noivern,Flying,Dragon,535,85,70,80,97,80,123,6,FALSE,음번
710,Xerneas,Fairy,,680,126,131,95,131,98,99,6,TRUE,제르네아스
710,Yveltal,Dark,Flying,680,126,131,95,131,98,99,6,TRUE,이벨타르
710,Zygarde50% Forme,Dragon,Ground,600,108,100,121,81,95,95,6,TRUE,지가르데
710,Diancie,Rock,Fairy,600,50,100,150,100,150,50,6,TRUE,디안시
711,HoopaHoopa Confined,Psychic,Ghost,600,80,110,60,150,130,70,6,TRUE,후파(굴레에 빠진 모습)
711,HoopaHoopa Unbound,Psychic,Dark,680,80,160,60,170,130,80,6,TRUE,후파(굴레를 벗어난 모습)
711,Volcanion,Fire,Water,600,80,110,120,130,90,70,6,TRUE,볼케니온
